Movement ID,Date,Product ID,Product Name,Movement Type,Quantity,Reference,Source/Destination,Recorded By,Notes
STOCK-000558,2026-08-13,PROD-000279,Milk Crunch,Stock Received,1064.0,GRN-000558,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000559,2026-06-15,PROD-000280,Strawberry Cream,Opening Stock,619.0,OPEN-PROD-000280,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000560,2026-07-22,PROD-000280,Strawberry Cream,Stock Received,293.0,GRN-000560,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000561,2026-06-15,PROD-000281,Vanilla Cream,Opening Stock,1700.0,OPEN-PROD-000281,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000562,2026-07-23,PROD-000281,Vanilla Cream,Stock Received,626.0,GRN-000562,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000563,2026-06-15,PROD-000282,Premium Wafer,Opening Stock,2049.0,OPEN-PROD-000282,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000564,2026-08-03,PROD-000282,Premium Wafer,Stock Received,157.0,GRN-000564,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000565,2026-06-15,PROD-000283,Cocoa Sandwich,Opening Stock,1530.0,OPEN-PROD-000283,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000566,2026-08-08,PROD-000283,Cocoa Sandwich,Stock Received,491.0,GRN-000566,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000567,2026-06-15,PROD-000284,Family Pack,Opening Stock,1365.0,OPEN-PROD-000284,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000568,2026-08-01,PROD-000284,Family Pack,Stock Received,987.0,GRN-000568,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000569,2026-06-15,PROD-000285,Golden Crunch,Opening Stock,849.0,OPEN-PROD-000285,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000570,2026-07-30,PROD-000285,Golden Crunch,Stock Received,593.0,GRN-000570,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000571,2026-06-15,PROD-000286,Honey Crunch,Opening Stock,1855.0,OPEN-PROD-000286,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000572,2026-07-31,PROD-000286,Honey Crunch,Stock Received,1112.0,GRN-000572,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000573,2026-06-15,PROD-000287,Caramel Cream,Opening Stock,1262.0,OPEN-PROD-000287,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000574,2026-07-10,PROD-000287,Caramel Cream,Stock Received,424.0,GRN-000574,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000575,2026-06-15,PROD-000288,Strawberry Cream,Opening Stock,1364.0,OPEN-PROD-000288,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000576,2026-07-15,PROD-000288,Strawberry Cream,Stock Received,966.0,GRN-000576,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000577,2026-06-15,PROD-000289,Chocolate Delight,Opening Stock,1243.0,OPEN-PROD-000289,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000578,2026-07-25,PROD-000289,Chocolate Delight,Stock Received,528.0,GRN-000578,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000579,2026-06-15,PROD-000290,Golden Crunch,Opening Stock,1788.0,OPEN-PROD-000290,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000580,2026-07-09,PROD-000290,Golden Crunch,Stock Received,1002.0,GRN-000580,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000581,2026-06-15,PROD-000291,Golden Crunch,Opening Stock,1742.0,OPEN-PROD-000291,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000582,2026-08-08,PROD-000291,Golden Crunch,Stock Received,1086.0,GRN-000582,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000583,2026-06-15,PROD-000292,Caramel Cream,Opening Stock,932.0,OPEN-PROD-000292,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000584,2026-08-06,PROD-000292,Caramel Cream,Stock Received,500.0,GRN-000584,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000585,2026-06-15,PROD-000293,Vanilla Cream,Opening Stock,2048.0,OPEN-PROD-000293,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000586,2026-07-22,PROD-000293,Vanilla Cream,Stock Received,261.0,GRN-000586,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000587,2026-06-15,PROD-000294,Chocolate Delight,Opening Stock,1963.0,OPEN-PROD-000294,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000588,2026-08-06,PROD-000294,Chocolate Delight,Stock Received,423.0,GRN-000588,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000589,2026-06-15,PROD-000295,Honey Crunch,Opening Stock,852.0,OPEN-PROD-000295,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000590,2026-07-03,PROD-000295,Honey Crunch,Stock Received,516.0,GRN-000590,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000591,2026-06-15,PROD-000296,Premium Wafer,Opening Stock,1387.0,OPEN-PROD-000296,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000592,2026-07-17,PROD-000296,Premium Wafer,Stock Received,487.0,GRN-000592,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000593,2026-06-15,PROD-000297,Caramel Cream,Opening Stock,562.0,OPEN-PROD-000297,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000594,2026-07-03,PROD-000297,Caramel Cream,Stock Received,396.0,GRN-000594,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000595,2026-06-15,PROD-000298,Chocolate Delight,Opening Stock,1798.0,OPEN-PROD-000298,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000596,2026-07-26,PROD-000298,Chocolate Delight,Stock Received,650.0,GRN-000596,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000597,2026-06-15,PROD-000299,Butter Delight,Opening Stock,2013.0,OPEN-PROD-000299,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000598,2026-07-19,PROD-000299,Butter Delight,Stock Received,847.0,GRN-000598,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000599,2026-06-15,PROD-000300,Vanilla Cream,Opening Stock,519.0,OPEN-PROD-000300,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000600,2026-07-11,PROD-000300,Vanilla Cream,Stock Received,1076.0,GRN-000600,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000601,2026-06-15,PROD-000301,Chocolate Delight,Opening Stock,1442.0,OPEN-PROD-000301,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000602,2026-07-22,PROD-000301,Chocolate Delight,Stock Received,659.0,GRN-000602,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000603,2026-06-15,PROD-000302,Rich Chocolate,Opening Stock,1499.0,OPEN-PROD-000302,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000604,2026-08-07,PROD-000302,Rich Chocolate,Stock Received,382.0,GRN-000604,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000605,2026-06-15,PROD-000303,Milk Crunch,Opening Stock,2124.0,OPEN-PROD-000303,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000606,2026-07-09,PROD-000303,Milk Crunch,Stock Received,394.0,GRN-000606,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000607,2026-06-15,PROD-000304,Classic Cream,Opening Stock,955.0,OPEN-PROD-000304,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000608,2026-07-15,PROD-000304,Classic Cream,Stock Received,835.0,GRN-000608,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000609,2026-06-15,PROD-000305,Coconut Crunch,Opening Stock,1272.0,OPEN-PROD-000305,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000610,2026-06-30,PROD-000305,Coconut Crunch,Stock Received,198.0,GRN-000610,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000611,2026-06-15,PROD-000306,Golden Crunch,Opening Stock,1872.0,OPEN-PROD-000306,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000612,2026-07-28,PROD-000306,Golden Crunch,Stock Received,768.0,GRN-000612,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000613,2026-06-15,PROD-000307,Caramel Cream,Opening Stock,1896.0,OPEN-PROD-000307,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000614,2026-07-15,PROD-000307,Caramel Cream,Stock Received,261.0,GRN-000614,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000615,2026-06-15,PROD-000308,Rich Chocolate,Opening Stock,1459.0,OPEN-PROD-000308,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000616,2026-07-10,PROD-000308,Rich Chocolate,Stock Received,808.0,GRN-000616,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000617,2026-06-15,PROD-000309,Vanilla Cream,Opening Stock,2191.0,OPEN-PROD-000309,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000618,2026-07-11,PROD-000309,Vanilla Cream,Stock Received,1176.0,GRN-000618,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000619,2026-06-15,PROD-000310,Caramel Cream,Opening Stock,701.0,OPEN-PROD-000310,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000620,2026-07-26,PROD-000310,Caramel Cream,Stock Received,665.0,GRN-000620,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000621,2026-06-15,PROD-000311,Vanilla Cream,Opening Stock,576.0,OPEN-PROD-000311,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000622,2026-07-07,PROD-000311,Vanilla Cream,Stock Received,264.0,GRN-000622,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000623,2026-06-15,PROD-000312,Golden Crunch,Opening Stock,585.0,OPEN-PROD-000312,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000624,2026-07-11,PROD-000312,Golden Crunch,Stock Received,243.0,GRN-000624,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000625,2026-06-15,PROD-000313,Classic Crackers,Opening Stock,1426.0,OPEN-PROD-000313,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000626,2026-07-20,PROD-000313,Classic Crackers,Stock Received,322.0,GRN-000626,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000627,2026-06-15,PROD-000314,Vanilla Cream,Opening Stock,2136.0,OPEN-PROD-000314,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000628,2026-07-05,PROD-000314,Vanilla Cream,Stock Received,1035.0,GRN-000628,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000629,2026-06-15,PROD-000315,Rich Chocolate,Opening Stock,1480.0,OPEN-PROD-000315,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000630,2026-08-04,PROD-000315,Rich Chocolate,Stock Received,144.0,GRN-000630,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000631,2026-06-15,PROD-000316,Rich Chocolate,Opening Stock,1152.0,OPEN-PROD-000316,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000632,2026-08-12,PROD-000316,Rich Chocolate,Stock Received,375.0,GRN-000632,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000633,2026-06-15,PROD-000317,Cocoa Sandwich,Opening Stock,715.0,OPEN-PROD-000317,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000634,2026-08-08,PROD-000317,Cocoa Sandwich,Stock Received,902.0,GRN-000634,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000635,2026-06-15,PROD-000318,Golden Crunch,Opening Stock,844.0,OPEN-PROD-000318,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000636,2026-07-28,PROD-000318,Golden Crunch,Stock Received,1195.0,GRN-000636,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000637,2026-06-15,PROD-000319,Vanilla Cream,Opening Stock,537.0,OPEN-PROD-000319,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000638,2026-08-09,PROD-000319,Vanilla Cream,Stock Received,194.0,GRN-000638,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000639,2026-06-15,PROD-000320,Classic Crackers,Opening Stock,2041.0,OPEN-PROD-000320,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000640,2026-08-06,PROD-000320,Classic Crackers,Stock Received,1166.0,GRN-000640,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000641,2026-06-15,PROD-000321,Coconut Crunch,Opening Stock,2000.0,OPEN-PROD-000321,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000642,2026-08-04,PROD-000321,Coconut Crunch,Stock Received,785.0,GRN-000642,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000643,2026-06-15,PROD-000322,Chocolate Delight,Opening Stock,1128.0,OPEN-PROD-000322,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000644,2026-07-29,PROD-000322,Chocolate Delight,Stock Received,1064.0,GRN-000644,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000645,2026-06-15,PROD-000323,Rich Chocolate,Opening Stock,1159.0,OPEN-PROD-000323,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000646,2026-06-30,PROD-000323,Rich Chocolate,Stock Received,1059.0,GRN-000646,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000647,2026-06-15,PROD-000324,Caramel Cream,Opening Stock,996.0,OPEN-PROD-000324,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000648,2026-07-29,PROD-000324,Caramel Cream,Stock Received,919.0,GRN-000648,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000649,2026-06-15,PROD-000325,Vanilla Cream,Opening Stock,1552.0,OPEN-PROD-000325,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000650,2026-07-18,PROD-000325,Vanilla Cream,Stock Received,740.0,GRN-000650,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000651,2026-06-15,PROD-000326,Classic Cream,Opening Stock,584.0,OPEN-PROD-000326,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000652,2026-07-29,PROD-000326,Classic Cream,Stock Received,1101.0,GRN-000652,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000653,2026-06-15,PROD-000327,Strawberry Cream,Opening Stock,1719.0,OPEN-PROD-000327,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000654,2026-07-16,PROD-000327,Strawberry Cream,Stock Received,477.0,GRN-000654,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000655,2026-06-15,PROD-000328,Premium Wafer,Opening Stock,886.0,OPEN-PROD-000328,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000656,2026-07-07,PROD-000328,Premium Wafer,Stock Received,332.0,GRN-000656,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000657,2026-06-15,PROD-000329,Golden Crunch,Opening Stock,1475.0,OPEN-PROD-000329,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000658,2026-07-14,PROD-000329,Golden Crunch,Stock Received,881.0,GRN-000658,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000659,2026-06-15,PROD-000330,Family Pack,Opening Stock,1585.0,OPEN-PROD-000330,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000660,2026-07-13,PROD-000330,Family Pack,Stock Received,133.0,GRN-000660,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000661,2026-06-15,PROD-000331,Classic Cream,Opening Stock,947.0,OPEN-PROD-000331,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000662,2026-08-11,PROD-000331,Classic Cream,Stock Received,887.0,GRN-000662,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000663,2026-06-15,PROD-000332,Butter Delight,Opening Stock,1584.0,OPEN-PROD-000332,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000664,2026-08-05,PROD-000332,Butter Delight,Stock Received,1053.0,GRN-000664,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000665,2026-06-15,PROD-000333,Butter Delight,Opening Stock,1103.0,OPEN-PROD-000333,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000666,2026-07-11,PROD-000333,Butter Delight,Stock Received,593.0,GRN-000666,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000667,2026-06-15,PROD-000334,Coconut Crunch,Opening Stock,1142.0,OPEN-PROD-000334,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000668,2026-07-17,PROD-000334,Coconut Crunch,Stock Received,647.0,GRN-000668,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000669,2026-06-15,PROD-000335,Honey Crunch,Opening Stock,2005.0,OPEN-PROD-000335,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000670,2026-07-22,PROD-000335,Honey Crunch,Stock Received,153.0,GRN-000670,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000671,2026-06-15,PROD-000336,Butter Delight,Opening Stock,1733.0,OPEN-PROD-000336,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000672,2026-08-03,PROD-000336,Butter Delight,Stock Received,1164.0,GRN-000672,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000673,2026-06-15,PROD-000337,Premium Wafer,Opening Stock,1586.0,OPEN-PROD-000337,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000674,2026-07-08,PROD-000337,Premium Wafer,Stock Received,350.0,GRN-000674,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000675,2026-06-15,PROD-000338,Classic Crackers,Opening Stock,1254.0,OPEN-PROD-000338,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000676,2026-07-07,PROD-000338,Classic Crackers,Stock Received,544.0,GRN-000676,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000677,2026-06-15,PROD-000339,Classic Cream,Opening Stock,655.0,OPEN-PROD-000339,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000678,2026-07-15,PROD-000339,Classic Cream,Stock Received,448.0,GRN-000678,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000679,2026-06-15,PROD-000340,Milk Crunch,Opening Stock,1330.0,OPEN-PROD-000340,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000680,2026-08-07,PROD-000340,Milk Crunch,Stock Received,327.0,GRN-000680,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000681,2026-06-15,PROD-000341,Family Pack,Opening Stock,2149.0,OPEN-PROD-000341,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000682,2026-07-19,PROD-000341,Family Pack,Stock Received,951.0,GRN-000682,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000683,2026-06-15,PROD-000342,Milk Crunch,Opening Stock,511.0,OPEN-PROD-000342,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000684,2026-08-01,PROD-000342,Milk Crunch,Stock Received,600.0,GRN-000684,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000685,2026-06-15,PROD-000343,Butter Delight,Opening Stock,604.0,OPEN-PROD-000343,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000686,2026-08-03,PROD-000343,Butter Delight,Stock Received,637.0,GRN-000686,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000687,2026-06-15,PROD-000344,Butter Delight,Opening Stock,1574.0,OPEN-PROD-000344,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000688,2026-07-21,PROD-000344,Butter Delight,Stock Received,645.0,GRN-000688,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000689,2026-06-15,PROD-000345,Classic Cream,Opening Stock,673.0,OPEN-PROD-000345,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000690,2026-08-03,PROD-000345,Classic Cream,Stock Received,622.0,GRN-000690,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000691,2026-06-15,PROD-000346,Vanilla Cream,Opening Stock,574.0,OPEN-PROD-000346,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000692,2026-07-04,PROD-000346,Vanilla Cream,Stock Received,547.0,GRN-000692,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000693,2026-06-15,PROD-000347,Coconut Crunch,Opening Stock,2144.0,OPEN-PROD-000347,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000694,2026-07-16,PROD-000347,Coconut Crunch,Stock Received,336.0,GRN-000694,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000695,2026-06-15,PROD-000348,Coconut Crunch,Opening Stock,1625.0,OPEN-PROD-000348,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000696,2026-07-22,PROD-000348,Coconut Crunch,Stock Received,172.0,GRN-000696,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000697,2026-06-15,PROD-000349,Coconut Crunch,Opening Stock,1921.0,OPEN-PROD-000349,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000698,2026-07-12,PROD-000349,Coconut Crunch,Stock Received,1056.0,GRN-000698,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000699,2026-06-15,PROD-000350,Classic Crackers,Opening Stock,1791.0,OPEN-PROD-000350,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000700,2026-08-01,PROD-000350,Classic Crackers,Stock Received,170.0,GRN-000700,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000701,2026-06-15,PROD-000351,Golden Crunch,Opening Stock,1832.0,OPEN-PROD-000351,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000702,2026-08-10,PROD-000351,Golden Crunch,Stock Received,1086.0,GRN-000702,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000703,2026-06-15,PROD-000352,Classic Crackers,Opening Stock,1096.0,OPEN-PROD-000352,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000704,2026-08-03,PROD-000352,Classic Crackers,Stock Received,286.0,GRN-000704,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000705,2026-06-15,PROD-000353,Honey Crunch,Opening Stock,1835.0,OPEN-PROD-000353,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000706,2026-07-27,PROD-000353,Honey Crunch,Stock Received,234.0,GRN-000706,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000707,2026-06-15,PROD-000354,Milk Crunch,Opening Stock,919.0,OPEN-PROD-000354,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000708,2026-07-26,PROD-000354,Milk Crunch,Stock Received,114.0,GRN-000708,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000709,2026-06-15,PROD-000355,Classic Cream,Opening Stock,1765.0,OPEN-PROD-000355,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000710,2026-07-14,PROD-000355,Classic Cream,Stock Received,189.0,GRN-000710,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000711,2026-06-15,PROD-000356,Rich Chocolate,Opening Stock,1031.0,OPEN-PROD-000356,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000712,2026-06-30,PROD-000356,Rich Chocolate,Stock Received,246.0,GRN-000712,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000713,2026-06-15,PROD-000357,Butter Delight,Opening Stock,1990.0,OPEN-PROD-000357,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000714,2026-07-09,PROD-000357,Butter Delight,Stock Received,443.0,GRN-000714,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000715,2026-06-15,PROD-000358,Premium Wafer,Opening Stock,1801.0,OPEN-PROD-000358,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000716,2026-07-07,PROD-000358,Premium Wafer,Stock Received,1158.0,GRN-000716,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000717,2026-06-15,PROD-000359,Honey Crunch,Opening Stock,1606.0,OPEN-PROD-000359,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000718,2026-07-13,PROD-000359,Honey Crunch,Stock Received,587.0,GRN-000718,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000719,2026-06-15,PROD-000360,Cocoa Sandwich,Opening Stock,2179.0,OPEN-PROD-000360,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000720,2026-07-10,PROD-000360,Cocoa Sandwich,Stock Received,209.0,GRN-000720,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000721,2026-06-15,PROD-000361,Honey Crunch,Opening Stock,1220.0,OPEN-PROD-000361,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000722,2026-07-10,PROD-000361,Honey Crunch,Stock Received,567.0,GRN-000722,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000723,2026-06-15,PROD-000362,Milk Crunch,Opening Stock,1304.0,OPEN-PROD-000362,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000724,2026-08-08,PROD-000362,Milk Crunch,Stock Received,1050.0,GRN-000724,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000725,2026-06-15,PROD-000363,Coconut Crunch,Opening Stock,996.0,OPEN-PROD-000363,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000726,2026-08-13,PROD-000363,Coconut Crunch,Stock Received,164.0,GRN-000726,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000727,2026-06-15,PROD-000364,Rich Chocolate,Opening Stock,1346.0,OPEN-PROD-000364,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000728,2026-07-09,PROD-000364,Rich Chocolate,Stock Received,890.0,GRN-000728,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000729,2026-06-15,PROD-000365,Butter Delight,Opening Stock,683.0,OPEN-PROD-000365,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000730,2026-07-01,PROD-000365,Butter Delight,Stock Received,1003.0,GRN-000730,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000731,2026-06-15,PROD-000366,Cocoa Sandwich,Opening Stock,1774.0,OPEN-PROD-000366,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000732,2026-08-03,PROD-000366,Cocoa Sandwich,Stock Received,465.0,GRN-000732,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000733,2026-06-15,PROD-000367,Vanilla Cream,Opening Stock,985.0,OPEN-PROD-000367,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000734,2026-07-09,PROD-000367,Vanilla Cream,Stock Received,437.0,GRN-000734,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000735,2026-06-15,PROD-000368,Cocoa Sandwich,Opening Stock,908.0,OPEN-PROD-000368,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000736,2026-07-23,PROD-000368,Cocoa Sandwich,Stock Received,1133.0,GRN-000736,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000737,2026-06-15,PROD-000369,Butter Delight,Opening Stock,1318.0,OPEN-PROD-000369,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000738,2026-07-03,PROD-000369,Butter Delight,Stock Received,671.0,GRN-000738,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000739,2026-06-15,PROD-000370,Golden Crunch,Opening Stock,1842.0,OPEN-PROD-000370,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000740,2026-07-15,PROD-000370,Golden Crunch,Stock Received,445.0,GRN-000740,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000741,2026-06-15,PROD-000371,Butter Delight,Opening Stock,689.0,OPEN-PROD-000371,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000742,2026-07-22,PROD-000371,Butter Delight,Stock Received,138.0,GRN-000742,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000743,2026-06-15,PROD-000372,Milk Crunch,Opening Stock,652.0,OPEN-PROD-000372,Main Warehouse,Demo Administrator,Initial demo stock
